1232.2876535599567,460.96875381378516,1070.377589014544,465.8973621707723,909.9571891477658,471.7626771968278,750.98252780188,478.21111993319994,594.7181145183159,485.1827997024408,441.20956807830316,492.93656707577685
1235.222876414003,620.5925922784788,1072.364494776887,625.1873939474366,911.3649253472881,630.2175745197181,751.7328989752147,635.8264482043929,594.7021006239053,641.8441264411197,440.7716952665855,648.5486418818715
1237.384294199972,783.5375930486165,1074.060293023628,787.25615090797,911.9024579574428,791.4613698335319,752.0860794582677,796.216980177885,595.1349254734672,801.3656487306739,440.43382076402395,806.6103715707186
1239.7380574409185,946.8652321383437,1076.0297355012112,950.2187773265656,913.8227703275609,953.7131496461466,753.4857953317473,957.1936440216249,596.0754540526356,961.3654302290362,440.79788393167104,965.1953161454621
1240.6035807312096,1111.5110205897306,1076.7896093008858,1114.0225212261257,914.9024149107322,1116.6207482256177,754.1408967695239,1119.3191201548232,595.9896702151847,1121.9403598505894,440.6610964243966,1124.9435706076345
1242.7253595684988,1276.1841629070443,1078.9202339915014,1278.006588858737,916.8763716109657,1279.902729626398,756.0969103981711,1281.4585272108702,597.8765358794905,1283.2487457559089,442.24233277777086,1284.9052818564483
1244.598253167107,1440.8861080681415,1080.9257168729202,1442.3371561250021,918.3884687832781,1443.2704291525308,757.9138419851938,1444.0709948828344,600.3074435852435,1444.3828777861127,444.7779563923306,1444.9376103538796
1246.2579792174497,1604.705399848242,1082.8441964066626,1605.2065257926915,920.681796038625,1605.40968660409,760.6138676758708,1605.3497248670847,603.0735331911502,1604.6760689662372,447.9942575733493,1603.8862994028943
1246.649867298364,1768.080188218584,1083.538983327137,1768.231557966659,922.497410423533,1767.4091201818017,762.6241768643035,1766.2897902785746,605.145743401065,1764.6343471902626,450.931518654973,1762.582558399944
1247.8287026308526,1928.3824446930757,1085.5929097102292,1927.9090252829608,924.7686697588506,1926.4370851717752,765.4764129497255,1924.5297300916807,608.616954706373,1921.7173450851965,454.95784703294044,1918.3674837839937
